Marca temporal,¿Cuál es tu edad?,¿Cuál es tu sexo?,¿Cuál es tu nivel de estudios?,"Regularmente, ¿Cuánto tiempo al día, pasas estudiando?",¿Con qué frecuencia escuchas música mientras estudias?,"Cuando estudias, ¿recuerdas mejor un tema si lo estudiaste con una canción específica?",La música te ayuda a sobrellevar materias que no te gustan,¿En qué tipo de materias te ayuda escuchar música?,Sientes menos ansiedad cuando escuchas música,Consideras que la música mejora tu rendimiento o te hace sentir más cómodo,"Cuando estudias, ¿escuchas música con o sin audífonos? ","Si no escuchas música al estudiar, qué prefieres escuchar:",¿Sueles cantar mientras estudias con música?,Sueles poner música mientras haces:,"La música que escuchas al estudiar, ¿es diferente a la que escuchas por ocio? ",¿Has dejado de estudiar por distraerte con la música? ,¿Qué buscas al poner música para estudiar? ,La música te ayuda más cuando el tema o materia es…,"Al día siguiente, recuerdas mejor lo que estudias si usaste música", ¿Te molesta que alguien más escuche música diferente cerca de ti mientras estudias? ,La música. ¿te ayuda a concentrarte más en tus tareas?,¿Qué nivel de volumen usas al estudiar con música?,Notas que al estudiar con música cambia tu rendimiento académico,¿En qué tipo de actividades te ayuda más la música?  ,¿Qué género escuchas principalmente al estudiar?,¿La música que escuchas tiene letra (voz)?,"En una escala del 1 al 5, ¿cuánto crees que la música mejora tu concentración?","En una escala del 1 al 5. Cuando estudias con música desde tu teléfono, ¿qué tan frecuente es que termines distrayéndote revisando notificaciones, redes sociales o mensajes?",En una escala del 1 al 5. ¿Estudiar con música usando audífonos te ayuda a aislarte del ruido del entorno?,"Cuando estudias fuera de casa, ¿qué prefieres para concentrarte?","Cuando escuchas música desde tu teléfono para estudiar, ¿usas alguna estrategia para evitar distracciones digitales?","Cuando estudias para un examen importante, ¿cambias el tipo de música o la forma en que la usas?",  ¿Cuál es tu criterio principal para elegir una playList o álbum antes de empezar a estudiar?  ,¿Cuánto tiempo dedicas a elegir la música antes de comenzar realmente a estudiar?,¿Cómo influye la música en tu percepción del paso del tiempo mientras estudias?,"Si una canción que te gusta mucho empieza a sonar, ¿Cuál es tu reacción inmediata?  ","¿Utilizas la música como una señal para ""entrar en modo estudio"" (es decir, como un ritual para empezar)?  "
5/12/2026 10:17:20,19-23 años,Femenino,Bachillerato o equivalente,De 1 a 2 horas,Casi nunca,No,No,Materias Creativas,Sí,Me hace sentir más cómodo,Con audífonos,Silencio absoluto,Sí,Tareas repetitivas,No,Algunas veces,Energía,Fácil,No,Si,Me distrae,Medio,No cambia,Diseño / Creatividad,Pop / Urbano,"Sí, en un idioma que entiendo",3,4,4,Estudiar con música y audífonos,No uso ninguna estrategia,"No, escucho lo mismo que siempre","No uso playlists, elijo canciones una por una",Entre 5 y 15 minutos,Siento que el tiempo pasa más rápido.,"Me detengo a escucharla o cantarla, interrumpiendo el estudio.","No, la pongo simplemente para que me acompañe una vez que ya empecé"
5/12/2026 10:17:24,19-23 años,Femenino,Licenciatura,Más de 2 horas,A veces,No,Más o menos,Materias Creativas,Sí,Me hace sentir más cómodo,Sin audífonos,"Silencio absoluto, No aplica",A veces,Tareas fáciles,No,Casi nunca,Motivación,Fácil,No hay diferencia,Depende,Un poco,Medio,No cambia,Diseño / Creatividad,Pop / Urbano,"Sí, en un idioma que entiendo",3,4,3,Estudiar con música y audífonos,No uso ninguna estrategia,"Sí, dejo de usar música para concentrarme más","Uso una lista aleatoria recomendada por la plataforma (Spotify, YouTube, etc.)","Nada, uso siempre la misma lista predeterminada",Siento que el tiempo pasa más rápido.,"Me detengo a escucharla o cantarla, interrumpiendo el estudio.","No, la pongo simplemente para que me acompañe una vez que ya empecé"
5/12/2026 10:17:43,19-23 años,Masculino,Licenciatura,De 1 a 2 horas,Siempre,No,Más o menos,"Materias Lógicas (Matemáticas, Física)",Tal vez,Me hace sentir más cómodo,Sin audífonos,No aplica,A veces,Tareas fáciles,No,Algunas veces,Calma,Media,No hay diferencia,Depende,Un poco,Depende,No cambia,Ejercicios prácticos / Matemáticas / Programación,"Música Clásica / Instrumental, Pop / Urbano, Rock / Metal","Sí, en un idioma que no entiendo",3,4,4,"Escuchar ruido ambiente (personas, pasillos, etc.)",Activo el modo concentración / no molestar,"Sí, elijo música más tranquila o instrumental",Busco una que ya conozco para no distraerme con canciones nuevas,Menos de 5 minutos,No noto ninguna diferencia en mi percepción del tiempo.,La ignoro y mantengo la concentración en la tarea,"A veces, solo cuando me cuesta mucho trabajo iniciar la tarea"
5/12/2026 10:17:47,19-23 años,Masculino,Licenciatura,De 1 a 2 horas,Casi nunca,A veces,Más o menos,Materias Creativas,Sí,Me hace sentir más cómodo,Sin audífonos,"Conversaciones de fondo, Silencio absoluto",Sí,Tareas repetitivas,No,Casi siempre,Energía,Fácil,Si,No,Un poco,Alto,No cambia,"Redacción de textos, Diseño / Creatividad","Música Clásica / Instrumental, Pop / Urbano, Rock / Metal","Sí, en un idioma que entiendo",3,4,3,"Escuchar ruido ambiente (personas, pasillos, etc.)",No uso ninguna estrategia,"Sí, dejo de usar música para concentrarme más",Busco una que ya conozco para no distraerme con canciones nuevas,Más de 15 minutos (a veces procrastino eligiendo la música),No noto ninguna diferencia en mi percepción del tiempo.,"Me detengo a escucharla o cantarla, interrumpiendo el estudio.","A veces, solo cuando me cuesta mucho trabajo iniciar la tarea"
5/12/2026 10:18:03,19-23 años,Femenino,Licenciatura,De 1 a 2 horas,Casi siempre,Si,Si,Materias Teóricas,Tal vez,Ambas,Con audífonos,Conversaciones de fondo,Sí,Tareas repetitivas,Si,Algunas veces,Concentración,Media,Si,Si,Influye mucho,Depende,"Si, mejora","Lectura / Memorización, Redacción de textos, Diseño / Creatividad","Música Clásica / Instrumental, Soundtracks (Videojuegos/Películas), Rock / Metal","Sí, en un idioma que entiendo",4,3,5,Estudiar con música y audífonos,No uso ninguna estrategia,"No, escucho lo mismo que siempre","Uso una lista aleatoria recomendada por la plataforma (Spotify, YouTube, etc.)",Menos de 5 minutos,Siento que el tiempo pasa más rápido.,"La escucho mientras sigo trabajando, pero con menor intensidad","Sí, ponerme los audífonos o la música es lo que le indica a mi cerebro que es hora de trabajar"
5/12/2026 10:18:32,19-23 años,Masculino,Bachillerato o equivalente,De 1 a 2 horas,Casi siempre,No,Si,Materias Prácticas,Sí,Mejora mi rendimiento,Sin audífonos,No aplica,Sí,Tareas repetitivas,No,Algunas veces,Energía,Media,No,No,Un poco,Medio,No cambia,Diseño / Creatividad,Lo-Fi / Ambient,"Sí, en un idioma que no entiendo",3,3,3,Estudiar en silencio,Uso aplicaciones para bloquear redes sociales,"Sí, dejo de usar música para concentrarme más",Busco música nueva para mantenerme motivado/a,Menos de 5 minutos,Siento que el tiempo pasa más rápido.,"La escucho mientras sigo trabajando, pero con menor intensidad","Sí, ponerme los audífonos o la música es lo que le indica a mi cerebro que es hora de trabajar"
5/12/2026 10:18:44,19-23 años,Femenino,Licenciatura,Más de 2 horas,A veces,No,Si,Materias Teóricas,Sí,Mejora mi rendimiento,Con audífonos,Silencio absoluto,No,Tareas difíciles,No,Nunca,Concentración,Media,No hay diferencia,Si,Influye mucho,Medio,"Si, mejora","Lectura / Memorización, Redacción de textos",Pop / Urbano,"Sí, en un idioma que entiendo",4,4,3,Estudiar en silencio,No uso ninguna estrategia,"Si, elijo música más movida",Busco una que ya conozco para no distraerme con canciones nuevas,"Nada, uso siempre la misma lista predeterminada",Siento que el tiempo pasa más rápido.,"La escucho mientras sigo trabajando, pero con menor intensidad","No, la pongo simplemente para que me acompañe una vez que ya empecé"
5/12/2026 10:19:05,19-23 años,Femenino,Licenciatura,De 1 a 2 horas,Casi nunca,No,Más o menos,Materias Prácticas,Sí,Me hace sentir más cómodo,Sin audífonos,No aplica,Sí,Tareas fáciles,No,Casi siempre,Calma,Fácil,No hay diferencia,Si,Un poco,Medio,No cambia,"Redacción de textos, Diseño / Creatividad","Pop / Urbano, Rock / Metal","Sí, en un idioma que entiendo",3,5,3,Estudiar con música y audífonos,No uso ninguna estrategia,No uso música para exámenes,Busco una que ya conozco para no distraerme con canciones nuevas,Entre 5 y 15 minutos,Siento que el tiempo pasa más rápido.,"La escucho mientras sigo trabajando, pero con menor intensidad","A veces, solo cuando me cuesta mucho trabajo iniciar la tarea"
5/12/2026 10:19:49,19-23 años,Femenino,Licenciatura,De 1 a 2 horas,Casi siempre,Si,Si,Materias Creativas,Sí,Ambas,Sin audífonos,Silencio absoluto,No,Tareas fáciles,A veces,Casi nunca,Motivación,Fácil,No hay diferencia,No,Un poco,Bajo,"Si, mejora","Ejercicios prácticos / Matemáticas / Programación, Diseño / Creatividad",Pop / Urbano,"Sí, en un idioma que entiendo",3,5,4,Estudiar con música y audífonos,No uso ninguna estrategia,"Si, elijo música más movida",Busco música nueva para mantenerme motivado/a,Menos de 5 minutos,Siento que el tiempo pasa más rápido.,"La escucho mientras sigo trabajando, pero con menor intensidad","A veces, solo cuando me cuesta mucho trabajo iniciar la tarea"
5/12/2026 10:20:30,19-23 años,Femenino,Licenciatura,Más de 2 horas,Siempre,A veces,Si,Materias Teóricas,Sí,Ambas,Con audífonos,Conversaciones de fondo,A veces,Tareas repetitivas,A veces,Algunas veces,Evitar el silencio,Difícil,No hay diferencia,No,Influye mucho,Bajo,No cambia,Lectura / Memorización,Pop / Urbano,"Sí, en un idioma que entiendo",5,3,4,Estudiar con música y audífonos,No uso ninguna estrategia,"Si, elijo música más movida","Uso una lista aleatoria recomendada por la plataforma (Spotify, YouTube, etc.)",Menos de 5 minutos,Siento que el tiempo pasa más rápido.,"Me detengo a escucharla o cantarla, interrumpiendo el estudio.","No, la pongo simplemente para que me acompañe una vez que ya empecé"
5/12/2026 10:20:36,19-23 años,Masculino,Licenciatura,De 1 a 2 horas,A veces,Si,Si,"Materias Lógicas (Matemáticas, Física)",Sí,Me hace sentir más cómodo,Sin audífonos,Silencio absoluto,No,Tareas repetitivas,No,Casi nunca,Evitar el silencio,Media,Si,Si,Un poco,Alto,"Si, mejora","Lectura / Memorización, Ejercicios prácticos / Matemáticas / Programación, Diseño / Creatividad",Corridos tumbados y regional urbano,"Sí, en un idioma que entiendo",4,3,5,Estudiar con música y audífonos,Activo el modo concentración / no molestar,"No, escucho lo mismo que siempre",Busco una que ya conozco para no distraerme con canciones nuevas,"Nada, uso siempre la misma lista predeterminada",Siento que el tiempo pasa más rápido.,"La escucho mientras sigo trabajando, pero con menor intensidad","No, la pongo simplemente para que me acompañe una vez que ya empecé"
5/12/2026 10:20:51,19-23 años,Femenino,Licenciatura,De 1 a 2 horas,Casi siempre,A veces,Si,Materias Teóricas,Sí,Mejora mi rendimiento,Con audífonos,No aplica,A veces,Tareas repetitivas,No,Casi nunca,Concentración,Difícil,Si,Depende,Influye mucho,Medio,"Si, mejora",Lectura / Memorización,Rock / Metal,"Sí, en un idioma que entiendo",5,2,5,Estudiar con música y audífonos,No uso ninguna estrategia,"No, escucho lo mismo que siempre","Uso una lista aleatoria recomendada por la plataforma (Spotify, YouTube, etc.)",Menos de 5 minutos,Siento que el tiempo pasa más rápido.,La ignoro y mantengo la concentración en la tarea,"No, la pongo simplemente para que me acompañe una vez que ya empecé"
5/12/2026 10:21:08,19-23 años,Femenino,Licenciatura,Más de 2 horas,Casi nunca,A veces,No,Materias Prácticas,Sí,Me hace sentir más cómodo,Con audífonos,Silencio absoluto,Sí,Tareas fáciles,A veces,Casi siempre,Concentración,Fácil,No,Si,Me distrae,Medio,"Si, empeora",Diseño / Creatividad,Pop / Urbano,"Sí, en un idioma que entiendo",3,4,2,Estudiar en silencio,No escucho música desde el teléfono al estudiar,No uso música para exámenes,"Uso una lista aleatoria recomendada por la plataforma (Spotify, YouTube, etc.)","Nada, uso siempre la misma lista predeterminada",Siento que el tiempo pasa más lento.,"Me detengo a escucharla o cantarla, interrumpiendo el estudio.","A veces, solo cuando me cuesta mucho trabajo iniciar la tarea"
5/12/2026 10:23:28,19-23 años,Masculino,Bachillerato o equivalente,De 1 a 2 horas,Siempre,Si,Si,"Materias Lógicas (Matemáticas, Física)",Sí,Mejora mi rendimiento,Sin audífonos,No aplica,No,Tareas difíciles,Si,Algunas veces,Energía,Difícil,Si,Si,Un poco,Medio,"Si, mejora","Ejercicios prácticos / Matemáticas / Programación, Diseño / Creatividad","Música Clásica / Instrumental, Soundtracks (Videojuegos/Películas), Lo-Fi / Ambient, Pop / Urbano, Electrónica","Sí, en un idioma que no entiendo",5,1,1,Estudiar en silencio,Activo el modo concentración / no molestar,"Sí, elijo música más tranquila o instrumental",Busco una que ya conozco para no distraerme con canciones nuevas,"Nada, uso siempre la misma lista predeterminada",Siento que el tiempo pasa más rápido.,"La escucho mientras sigo trabajando, pero con menor intensidad","Sí, ponerme los audífonos o la música es lo que le indica a mi cerebro que es hora de trabajar"
5/12/2026 10:26:44,19-23 años,Femenino,Bachillerato o equivalente,De 1 a 2 horas,A veces,A veces,Si,Materias Creativas,Sí,Ambas,Sin audífonos,Silencio absoluto,No,Tareas fáciles,No,Algunas veces,Energía,Fácil,No,No,Me distrae,Bajo,No cambia,"Ejercicios prácticos / Matemáticas / Programación, Redacción de textos",Música Clásica / Instrumental,"Sí, en un idioma que entiendo",3,3,5,"Escuchar ruido ambiente (personas, pasillos, etc.)",No uso ninguna estrategia,"No, escucho lo mismo que siempre","Uso una lista aleatoria recomendada por la plataforma (Spotify, YouTube, etc.)","Nada, uso siempre la misma lista predeterminada",No noto ninguna diferencia en mi percepción del tiempo.,"La escucho mientras sigo trabajando, pero con menor intensidad","A veces, solo cuando me cuesta mucho trabajo iniciar la tarea"
5/12/2026 10:28:12,24-28 años,Femenino,Licenciatura,De 1 a 2 horas,Siempre,A veces,Si,"Materias Lógicas (Matemáticas, Física)",Sí,Me hace sentir más cómodo,Con audífonos,No aplica,A veces,Tareas difíciles,A veces,Algunas veces,Evitar el silencio,Difícil,No hay diferencia,Depende,Un poco,Medio,No cambia,Lectura / Memorización,"Música Clásica / Instrumental, Soundtracks (Videojuegos/Películas), Ruido Blanco (White Noise)","Sí, en un idioma que no entiendo",4,2,4,Estudiar con música y audífonos,Desactivo datos o Wi-Fi,"No, escucho lo mismo que siempre",Busco una que ya conozco para no distraerme con canciones nuevas,"Nada, uso siempre la misma lista predeterminada",Siento que el tiempo pasa más lento.,"La escucho mientras sigo trabajando, pero con menor intensidad","A veces, solo cuando me cuesta mucho trabajo iniciar la tarea"
5/12/2026 10:28:38,19-23 años,Femenino,Licenciatura,Más de 2 horas,Siempre,Si,Si,Materias Prácticas,Sí,Me hace sentir más cómodo,Con audífonos,Silencio absoluto,Sí,Tareas repetitivas,Si,Algunas veces,Energía,Media,Si,Depende,Un poco,Medio,"Si, mejora",Ejercicios prácticos / Matemáticas / Programación,Soundtracks (Videojuegos/Películas),"Sí, en un idioma que no entiendo",3,2,3,Estudiar con música y audífonos,Uso aplicaciones para bloquear redes sociales,"Sí, dejo de usar música para concentrarme más","Uso una lista aleatoria recomendada por la plataforma (Spotify, YouTube, etc.)",Menos de 5 minutos,Siento que el tiempo pasa más lento.,"La escucho mientras sigo trabajando, pero con menor intensidad","Sí, ponerme los audífonos o la música es lo que le indica a mi cerebro que es hora de trabajar"
5/12/2026 10:30:39,Mayores de 34 años,Femenino,Bachillerato o equivalente,Menos de 1 hora,A veces,A veces,Si,Materias Prácticas,Sí,Ambas,Sin audífonos,No aplica,Sí,Tareas difíciles,No,Casi nunca,Calma,Media,No hay diferencia,No,No influye,Bajo,No cambia,Lectura / Memorización,Pop / Urbano,"Sí, en un idioma que entiendo",3,1,3,Estudiar con música y audífonos,No uso ninguna estrategia,"No, escucho lo mismo que siempre",Busco una que ya conozco para no distraerme con canciones nuevas,"Nada, uso siempre la misma lista predeterminada",Siento que el tiempo pasa más rápido.,"La escucho mientras sigo trabajando, pero con menor intensidad","Sí, ponerme los audífonos o la música es lo que le indica a mi cerebro que es hora de trabajar"
5/12/2026 10:32:02,Mayores de 34 años,Femenino,Licenciatura,Más de 2 horas,Casi siempre,Si,Si,"Materias Lógicas (Matemáticas, Física)",Sí,Mejora mi rendimiento,Con audífonos,No aplica,Sí,Tareas difíciles,No,Nunca,Motivación,Difícil,Si,No,Influye mucho,Medio,"Si, mejora","Lectura / Memorización, Ejercicios prácticos / Matemáticas / Programación, Diseño / Creatividad",Pop / Urbano,"Sí, en un idioma que entiendo",5,2,4,Estudiar con música y audífonos,Activo el modo concentración / no molestar,"No, escucho lo mismo que siempre","Uso una lista aleatoria recomendada por la plataforma (Spotify, YouTube, etc.)",Menos de 5 minutos,Siento que el tiempo pasa más rápido.,"La escucho mientras sigo trabajando, pero con menor intensidad","Sí, ponerme los audífonos o la música es lo que le indica a mi cerebro que es hora de trabajar"
5/12/2026 10:32:37,19-23 años,Masculino,Licenciatura,De 1 a 2 horas,A veces,No,No sé,Materias Creativas,Sí,Me hace sentir más cómodo,Sin audífonos,"Ruido blanco, Silencio absoluto",No,Tareas fáciles,No,Algunas veces,Motivación,Media,No hay diferencia,Depende,Un poco,Medio,No cambia,Diseño / Creatividad,Pop / Urbano,"Sí, en un idioma que no entiendo",3,4,4,Estudiar en silencio,No uso ninguna estrategia,No uso música para exámenes,"Uso una lista aleatoria recomendada por la plataforma (Spotify, YouTube, etc.)",Menos de 5 minutos,Siento que el tiempo pasa más rápido.,"La escucho mientras sigo trabajando, pero con menor intensidad","No, la pongo simplemente para que me acompañe una vez que ya empecé"
5/12/2026 10:33:55,19-23 años,Femenino,Licenciatura,De 1 a 2 horas,Casi siempre,Si,Si,"Materias Lógicas (Matemáticas, Física)",Sí,Me hace sentir más cómodo,Con audífonos,"Conversaciones de fondo, Silencio absoluto",Sí,Tareas fáciles,Si,Algunas veces,Calma,Media,No hay diferencia,Si,Un poco,Bajo,No cambia,Lectura / Memorización,"Música Clásica / Instrumental, Ruido Blanco (White Noise)","No, es puramente instrumental",4,5,4,"Escuchar ruido ambiente (personas, pasillos, etc.)",Activo el modo concentración / no molestar,"Sí, elijo música más tranquila o instrumental","Uso una lista aleatoria recomendada por la plataforma (Spotify, YouTube, etc.)",Menos de 5 minutos,No noto ninguna diferencia en mi percepción del tiempo.,"La escucho mientras sigo trabajando, pero con menor intensidad","Sí, ponerme los audífonos o la música es lo que le indica a mi cerebro que es hora de trabajar"
5/12/2026 10:36:40,19-23 años,Masculino,Licenciatura,De 1 a 2 horas,Siempre,Si,Si,Materias Creativas,Sí,Me hace sentir más cómodo,Con audífonos,Silencio absoluto,No,Generalmente todo el tiempo pongo música ,No,Casi nunca,Evitar el silencio,Media,Si,No,Influye mucho,Medio,No cambia,Redacción de textos,Pop / Urbano,"Sí, en un idioma que entiendo",3,2,5,Estudiar con música y audífonos,Activo el modo concentración / no molestar,"No, escucho lo mismo que siempre",Busco una que ya conozco para no distraerme con canciones nuevas,Menos de 5 minutos,Siento que el tiempo pasa más rápido.,"La escucho mientras sigo trabajando, pero con menor intensidad","A veces, solo cuando me cuesta mucho trabajo iniciar la tarea"
5/12/2026 10:37:52,24-28 años,Femenino,Licenciatura,Menos de 1 hora,Casi siempre,A veces,Si,Materias Creativas,Sí,Me hace sentir más cómodo,Sin audífonos,Silencio absoluto,A veces,Tareas repetitivas,A veces,Algunas veces,Motivación,Fácil,No hay diferencia,Si,Un poco,Depende,No cambia,"Lectura / Memorización, Redacción de textos, Diseño / Creatividad","Soundtracks (Videojuegos/Películas), Lo-Fi / Ambient, Pop / Urbano","Sí, en un idioma que entiendo",3,5,2,Estudiar en silencio,No uso ninguna estrategia,"Sí, dejo de usar música para concentrarme más",Busco una que ya conozco para no distraerme con canciones nuevas,Más de 15 minutos (a veces procrastino eligiendo la música),Siento que el tiempo pasa más lento.,"Me detengo a escucharla o cantarla, interrumpiendo el estudio.","No, la pongo simplemente para que me acompañe una vez que ya empecé"
5/12/2026 10:38:56,19-23 años,Femenino,Licenciatura,De 1 a 2 horas,A veces,A veces,Si,"Materias Lógicas (Matemáticas, Física)",Sí,Ambas,Sin audífonos,No aplica,Sí,Tareas difíciles,No,Casi nunca,Energía,Media,Si,Depende,No influye,Alto,No cambia,Ejercicios prácticos / Matemáticas / Programación,Pop / Urbano,"Sí, en un idioma que no entiendo",4,4,5,Estudiar con música y audífonos,No uso ninguna estrategia,"Sí, dejo de usar música para concentrarme más",Busco música nueva para mantenerme motivado/a,Más de 15 minutos (a veces procrastino eligiendo la música),Siento que el tiempo pasa más rápido.,"La escucho mientras sigo trabajando, pero con menor intensidad","A veces, solo cuando me cuesta mucho trabajo iniciar la tarea"
5/12/2026 10:39:44,19-23 años,Femenino,Licenciatura,De 1 a 2 horas,A veces,No,Más o menos,Materias Prácticas,Sí,Me hace sentir más cómodo,Con audífonos,Silencio absoluto,Sí,Tareas fáciles,No,Algunas veces,Calma,Fácil,No hay diferencia,Si,Un poco,Bajo,No cambia,Diseño / Creatividad,Alternativo ,"Sí, en un idioma que entiendo",3,2,4,Estudiar en silencio,Activo el modo concentración / no molestar,No uso música para exámenes,Busco una que ya conozco para no distraerme con canciones nuevas,Menos de 5 minutos,Siento que el tiempo pasa más rápido.,"Me detengo a escucharla o cantarla, interrumpiendo el estudio.","A veces, solo cuando me cuesta mucho trabajo iniciar la tarea"
5/12/2026 10:39:55,19-23 años,Masculino,Licenciatura,Más de 2 horas,Siempre,No,Si,Materias Teóricas,Sí,Me hace sentir más cómodo,Sin audífonos,Silencio absoluto,No,Tareas repetitivas,No,Algunas veces,Concentración,Media,No,Si,Influye mucho,Depende,"Si, mejora","Lectura / Memorización, Ejercicios prácticos / Matemáticas / Programación, Redacción de textos, Diseño / Creatividad","Música Clásica / Instrumental, Soundtracks (Videojuegos/Películas), Pop / Urbano, ","Sí, en un idioma que no entiendo",4,2,5,Estudiar con música y audífonos,No uso ninguna estrategia,"No, escucho lo mismo que siempre","Uso una lista aleatoria recomendada por la plataforma (Spotify, YouTube, etc.)",Menos de 5 minutos,Siento que el tiempo pasa más rápido.,"Me detengo a escucharla o cantarla, interrumpiendo el estudio.","No, la pongo simplemente para que me acompañe una vez que ya empecé"
5/12/2026 10:44:17,24-28 años,Masculino,Licenciatura,Más de 2 horas,Siempre,A veces,Si,Materias Prácticas,Sí,Me hace sentir más cómodo,Sin audífonos,Silencio absoluto,A veces,Tareas difíciles,No,Algunas veces,Motivación,Difícil,No hay diferencia,Si,Un poco,Medio,No cambia,Redacción de textos,Corridos tumbados,"Sí, en un idioma que entiendo",5,3,5,Estudiar con música y audífonos,No uso ninguna estrategia,"No, escucho lo mismo que siempre",Busco una que ya conozco para no distraerme con canciones nuevas,Menos de 5 minutos,Siento que el tiempo pasa más rápido.,"La escucho mientras sigo trabajando, pero con menor intensidad","No, la pongo simplemente para que me acompañe una vez que ya empecé"
5/12/2026 10:44:24,19-23 años,Femenino,Licenciatura,De 1 a 2 horas,Casi siempre,A veces,Si,Materias Teóricas,Sí,Ambas,Con audífonos,No aplica,A veces,Con la mayoría de mis tareas ,Si,Casi nunca,Evitar el silencio,Media,No hay diferencia,Depende,Influye mucho,Medio,"Si, mejora",Redacción de textos,"Música Clásica / Instrumental, Cómo música tranquila como baladas","Sí, en un idioma que entiendo",4,2,4,Estudiar con música y audífonos,Desactivo datos o Wi-Fi,No uso música para exámenes,Busco una que ya conozco para no distraerme con canciones nuevas,"Nada, uso siempre la misma lista predeterminada",Siento que el tiempo pasa más lento.,La cambio porque sé que me va a distraer,"No, la pongo simplemente para que me acompañe una vez que ya empecé"
5/12/2026 10:45:50,19-23 años,Femenino,Licenciatura,Menos de 1 hora,Casi nunca,No,Si,Materias Creativas,Sí,Me hace sentir más cómodo,Con audífonos,Silencio absoluto,A veces,Tareas repetitivas,Si,Casi nunca,Calma,Media,No hay diferencia,Si,Un poco,Bajo,No cambia,Lectura / Memorización,Lo-Fi / Ambient,"No, es puramente instrumental",4,3,4,Estudiar con música y audífonos,Uso aplicaciones para bloquear redes sociales,"Sí, dejo de usar música para concentrarme más",Busco una que ya conozco para no distraerme con canciones nuevas,"Nada, uso siempre la misma lista predeterminada",Siento que el tiempo pasa más rápido.,"La escucho mientras sigo trabajando, pero con menor intensidad","No, la pongo simplemente para que me acompañe una vez que ya empecé"
5/12/2026 10:46:31,19-23 años,Femenino,Licenciatura,Más de 2 horas,Casi siempre,A veces,Si,Materias Teóricas,Sí,Mejora mi rendimiento,Con audífonos,Ruido blanco,Sí,Tareas repetitivas,No,Casi nunca,Energía,Media,Si,Si,Influye mucho,Medio,"Si, mejora","Lectura / Memorización, Ejercicios prácticos / Matemáticas / Programación",Pop / Urbano,"Sí, en un idioma que entiendo",5,5,5,"Escuchar ruido ambiente (personas, pasillos, etc.)",No uso ninguna estrategia,"Sí, dejo de usar música para concentrarme más",Busco música nueva para mantenerme motivado/a,Entre 5 y 15 minutos,Siento que el tiempo pasa más lento.,"Me detengo a escucharla o cantarla, interrumpiendo el estudio.","Sí, ponerme los audífonos o la música es lo que le indica a mi cerebro que es hora de trabajar"
5/12/2026 10:47:47,19-23 años,Femenino,Licenciatura,Menos de 1 hora,Siempre,Si,Si,Materias Teóricas,Sí,Mejora mi rendimiento,Con audífonos,Conversaciones de fondo,Sí,Tareas difíciles,A veces,Casi nunca,Motivación,Media,Si,No,Influye mucho,Alto,"Si, mejora","Lectura / Memorización, Redacción de textos",Pop / Urbano,"Sí, en un idioma que entiendo",5,4,5,Estudiar con música y audífonos,No uso ninguna estrategia,"No, escucho lo mismo que siempre","Uso una lista aleatoria recomendada por la plataforma (Spotify, YouTube, etc.)","Nada, uso siempre la misma lista predeterminada",Siento que el tiempo pasa más rápido.,"La escucho mientras sigo trabajando, pero con menor intensidad","Sí, ponerme los audífonos o la música es lo que le indica a mi cerebro que es hora de trabajar"
5/12/2026 10:48:50,19-23 años,Masculino,Licenciatura,De 1 a 2 horas,A veces,No,Si,Materias Creativas,Sí,Me hace sentir más cómodo,Con audífonos,No aplica,Sí,Tareas repetitivas,No,Casi siempre,Motivación,Fácil,No hay diferencia,Si,Un poco,Medio,"Si, mejora","Redacción de textos, Diseño / Creatividad","Música Clásica / Instrumental, Pop / Urbano","Sí, en un idioma que entiendo",4,5,4,"Escuchar ruido ambiente (personas, pasillos, etc.)",No uso ninguna estrategia,No uso música para exámenes,Busco una que ya conozco para no distraerme con canciones nuevas,"Nada, uso siempre la misma lista predeterminada",Siento que el tiempo pasa más rápido.,"La escucho mientras sigo trabajando, pero con menor intensidad","Sí, ponerme los audífonos o la música es lo que le indica a mi cerebro que es hora de trabajar"
5/12/2026 10:52:09,19-23 años,Masculino,Licenciatura,Más de 2 horas,Siempre,Si,Si,Materias Teóricas,Sí,Mejora mi rendimiento,Sin audífonos,Silencio absoluto,Sí,Tareas difíciles,No,Nunca,Concentración,Difícil,Si,No,Influye mucho,Depende,"Si, mejora","Lectura / Memorización, Ejercicios prácticos / Matemáticas / Programación, Redacción de textos, Diseño / Creatividad","Pop / Urbano, Reguetón, cumbia","Sí, en un idioma que entiendo",5,1,5,Estudiar con música y audífonos,No uso ninguna estrategia,"No, escucho lo mismo que siempre",Busco una que ya conozco para no distraerme con canciones nuevas,"Nada, uso siempre la misma lista predeterminada",Siento que el tiempo pasa más rápido.,"La escucho mientras sigo trabajando, pero con menor intensidad","Sí, ponerme los audífonos o la música es lo que le indica a mi cerebro que es hora de trabajar"
